Interactor 1	Interactor 2
CDK2AP1	Caf1-55
Dif	MED31
Chc	Akt
gig	CG13096
Pi3K92E	RpL35A
rictor	Pyk
His3	rhi
Unr	pAbp
Mcm5	Sld5
SsRbeta	rictor
Dp1	sima
vig2	sima
Polr1A	Tsc1
RpS4	melt
Polr1B	foxo
Nap1	Tsc1
eEF2	rictor
Akt	wal
shrb	sima
Mcad	sima
Mcm2	Psf3
Hsf	Cdk8
Pp1-87B	S6k
RpL30	Thor
RpS15Aa	sima
Pi3K21B	ana2
rictor	CG42724
CG3335	foxo
fl(2)d	nito
mst	Pfdn6
TBPH	Myc
nonA	Rheb
eIF3i	Rheb
MBD-R2	pzg
HDAC1	rictor
Thor	Sarm
Pdk1	eIF4G1
Arf1	Akt
Act5C	gig
RpL26	foxo
gw	Myc
beta'COP	Tsc1
foxo	sqd
Fkbp39	Lkb1
tra2	SF2
Fib	Pi3K92E
msl-3	alphaTub84B
Eps-15	Ptpmeg
RpS15Aa	chico
His3	asf1
RpL23	Thor
gig	bsf
Rpt1	sima
eIF3m	sima
Kat60	Myo10A
UQCR-C2	S6kII
brm	Polr2A
Stat92E	Socs44A
x16	rictor
Rm62	foxo
RpS11	sima
RpLP1	rictor
Akt	Kap-alpha3
ssx	Myc
foxo	glo
Septin2	sip2
Raf	Ras64B
rictor	cactin
Tsc1	MBD-R2
hid	Diap2
Ssb-c31a	S6kII
Pdk1	HUWE1
osk	CG30122
Lkb1	pzg
foxo	bsf
RpL14	chico
Jra	Su(var)205
RpS15Aa	S6kII
wds	nsl1
Pdk1	RpL13A
Tsc1	Ns1
RpL9	Thor
RpS9	S6kII
Myo61F	Ptp61F
cora	sima
rictor	Nop60B
RpS14a	rictor
RpLP1	Myc
Nsun2	sima
rl	cic
HDAC1	Tsc1
Osbp	sima
gig	Prp19
HUWE1	rictor
Nsun2	Rheb
mu2	nbs
Dref	Pdk1
me31B	RpL10Ab
Arc1	Myc
Hsc70-5	melt
Gk2	mir-307a
sip2	Myc
Pdk1	Droj2
Pdk1	SERCA
RpS14a	Tsc1
Tsc1	Smr
unc-13	RhoGAP100F
eIF4E1	RpL10Ab
Kap-alpha3	S6kII
mst	mgr
RpLP1	Akt
Tsc1	eIF3d1
l(1)G0020	foxo
RpL30	Myc
Atac3	Myc
CCT2	S6kII
sima	rump
foxo	RpS6
Akt	CG8036
so	Opbp
betaTub97EF	Pdk1
Pi3K92E	RpL6
Akt	alphaCOP
osk	swa
mof	dgt1
Tsc1	RpS11
rictor	sle
gig	Uggt
Ctf4	Myc
eIF3m	Rheb
gro	elB
Ipo9	Rheb
MBD-R2	Nup153
eIF4A	Pi3K92E
CG1416	Rheb
l(1)G0320	S6k
Akt	pic
ppan	S6kII
lark	Pi3K21B
SrpRalpha	S6kII
mbo	tamo
RpL35A	Rheb
ck	mir-92b
spn-F	Dhc64C
rictor	RpL28
kto	usp
Pi3K21B	Nop60B
Rheb	mask
mst	CG5721
Past1	rictor
Psi	Cdk8
Tsc1	Nup358
sqd	S6k
RpL7A	foxo
RpS17	pix
Ubc10	LUBEL
Hsc70-3	Lkb1
Iswi	Sin3A
RpL27	Thor
mip130	E2f2
simj	Mi-2
Osbp	Myc
usp	MED16
vig2	Thor
Ubi-p63E	lwr
nanos	glo
EcR	Hsc70-4
Ogdh	Akt
gig	CG11583
RpLP2	foxo
rictor	eIF3c
dom	Tsc1
Rm62	Thor
qkr58E-3	Lkb1
unc-13	Rbp
dl	Sumo
Akt	CtsK1
RpL10	Thor
Akt	Rpn9
E(z)	SMC5
RpL7A	rictor
bru1	orb
crb	ebi
gro	Myc
N	MED31
cDIP	dpr4
eIF4A	S6kII
CG5516	sima
CG6418	foxo
Pi3K92E	Nsun2
Tsc1	Nopp140
lwr	Septin1
Scm	Lint-1
RpS25	pix
imd	pirk
Hsc70-3	Rheb
Psi	Tsc1
CG2765	Myo10A
Pten	Prp8
RpL7A	Rheb
sima	bsf
Pdk1	Rpt4
cora	GluRIID
RpL7A	Pi3K21B
CCT1	Pdk1
Spindly	nsl1
Rpt2	Pdk1
foxo	vig2
Fmr1	S6kII
Akt	SsRbeta
rictor	CG18178
osk	Mhc
14-3-3zeta	melt
frtz	mir-92b
lwr	Septin2
Hrb98DE	foxo
Lkb1	Patr-1
tara	mir-307a
robo2	robo1
Dlish	app
CG33098	orb2
E(z)	Scm
S6k	eEF1alpha1
Kap-alpha3	Myo10A
RpLP2	Tsc1
CG7065	rictor
CG15019	foxo
RpL34a	Myo10A
CG9915	sima
arm	MED31
sle	foxo
rib	lola
Fib	sima
Hrp62	sqd
gig	Sf3b2
Act57B	Pdk1
Ref1	Lkb1
N	TBPH
CG15784	foxo
unc-13	Liprin-alpha
Rpt2	melt
Bap55	S6kII
Pi3K92E	CG30122
RpS7	InR
RpS27A	gig
gig	RpS16
mahj	S6kII
Thor	RpL8
mof	lncRNA:roX1
brm	tim
gig	RpS11
Atpalpha	Ube3a
Tsc1	Ptcd3
RpL14	sima
rictor	RpL27
sl	Pvr
Tsc1	Caf1-55
SMC3	solo
ref(2)P	Atg8a
Spt5	S6kII
Pdk1	l(2)09851
msn	Pi3K92E
NAT1	Tsc1
CCT1	Akt
gig	eIF3a
Tsc1	nclb
foxo	RpS26
bif	S6k
RpL6	Rheb
Pdk1	sqd
lark	Nipped-B
pho	Scm
Pp2B-14D	S6kII
Ythdc1	Sxl
usp	MED25
gig	RpL28
Tsc1	Chro
beta'COP	rictor
chico	RpL17
CCT6	sima
sima	FASN1
gig	Prp8
CG11180	foxo
shg	Myo10A
Septin2	sip3
eIF4E7	Thor
Hsc70-3	Akt
osk	orb
Hsf	MED31
S6kII	Cdc5
gig	alphaCOP
Akt	Srlp
osk	apt
Pdk1	levy
msn	Myc
RpS5a	Rheb
Septin1	Dlip2
Tsc1	Brr2
Vha68-2	sima
sky	orb2
Gnf1	Pdk1
MED21	dl
Mlc-c	Myc
Act5C	foxo
Cp190	gammaTub37C
Gnf1	S6kII
MEP-1	Mi-2
Pdk1	AP-2mu
Abl	Ptp61F
gig	Rrp6
Ref1	sima
par-1	aPKC
Akt	Gfat2
dap	mir-7
orb	Tob
mst	viaf
rictor	alpha-Spec
RpS9	Tsc1
Taf4	Dlip3
U2af50	orb2
Pi3K21B	Cyt-b5
eIF4A	Pdk1
14-3-3zeta	Elp3
su(w[a])	rictor
RpL9	foxo
Akt	RpL9
RpL17	Lkb1
betaTub97EF	sima
Droj2	S6k
lark	Ae2
alphaCOP	foxo
Gnf1	Pten
gig	HUWE1
GluProRS	sima
CG8939	Thor
Akt	CG1416
Tsc1	CG32344
Pdk1	Mcad
fl(2)d	Mettl14
S6kII	hts
Akt	UQCR-C2
ph-d	barr
RpL14	Pi3K21B
beta'COP	sima
Tsc1	S6kII
eIF4G1	sima
CG30122	InR
faf	Lkb1
Akt	Desat1
RpL23	Akt
Myc	CaMKII
usp	MED30
lark	path
smid	Tsc1
mei-P26	vas
His1	His3
MEP-1	Top2
Tsc1	sle
CCT1	Rheb
E(z)	Jarid2
rictor	kis
wek	Tl
alpha-Spec	S6kII
wal	sima
row	S6kII
ctp	Tsc1
RpL14	Rheb
RpS17	Tsc1
eIF4A	rictor
RpS17	Pi3K92E
RpL9	Rheb
Aldh	foxo
RpL13	rictor
arm	MED17
Mec2	S6k
gig	Mi-2
Crk	Pvr
Tsc1	RpS6
Hrp44	sqd
RhoGAP18B	S6kII
RpL7A	kra
Rheb	AGO2
mor	S6kII
Akt	Pdha
S6kII	spoon
Akt	ScsbetaA
Past1	sima
RpLP2	rictor
gig	LSm7
Orai	Stim
Asciz	Skel
gig	Nup153
gig	kis
aust	borr
Scm	CG9932
Rop	sima
Pdk1	CG8036
RpS13	Tsc1
gig	RpL30
CCT5	Rheb
sima	GckIII
foxo	CG31550
Rat1	cuff
CG9776	S6kII
usp	MED23
RpL23	sima
gig	CG13097
RpL9	Pdk1
rictor	Rtf1
Tsc1	eIF3g1
cact	lwr
Fip1	Myo10A
bif	foxo
Scm	Su(var)3-3
Hn	osk
Pi3K21B	RpL18
fne	orb2
eIF3k	S6kII
r-l	Akt
SrpRalpha	rictor
gig	Polr1A
RpL15	sima
Ldh	Akt
hop	Socs44A
pnut	Uba2
CG2691	S6kII
Pi3K21B	Syp
Ndc80	Snap29
rictor	bsf
Akap200	rictor
Diap2	PGRP-LC
RpL7A	chico
Mcm2	Psf2
Myo10A	tgo
Hrb98DE	gig
Cam	tim
Cpsf160	Myo10A
CCT2	sima
CG1316	orb2
AspRS	sima
Pdk1	cindr
CG34132	Myc
Kcmf1	S6k
RpL15	S6kII
pirk	PGRP-LC
mu2	rad50
Tsc1	Patronin
Caf1-180	rictor
Paip2	pAbp
RpL13	Lkb1
rictor	Ns1
Akt	FASN1
Lam	JIL-1
eIF3i	pix
CG5787	S6kII
Hsf	MED21
RpS15Aa	Pi3K92E
smid	Myc
Sarm	Myc
RpL10Ab	pAbp
CG11583	S6kII
gig	RpL14
TBPH	trol
Rtf1	Rheb
gig	AGO2
wal	Tsc1
mask	S6kII
RpS11	foxo
msn	Pdk1
Pten	Brr2
cora	foxo
gig	RpL13A
Act5C	S6k
Rheb	CG32708
Hrb98DE	shu
Psf2	Mcm3
Dronc	Duba
sima	Pyk
RpS4	kra
ScsbetaA	S6kII
CCT5	mst
Dredd	Dark
rictor	CG8545
Hsc70-3	B4
Hsc70-3	sima
dl	Dsp1
Mgtor	MBD-R2
eIF3h	S6kII
RpS9	Myc
l(3)mbt	Scm
RpS9	kra
Dlish	slmb
cathD	S6k
RpS16	sima
Delta	kuz
Act42A	S6kII
S6kII	sqd
Pten	CG10333
Lkb1	eIF2gamma
Mcm2	Sld5
Pdk1	Nup50
gig	mahj
Pten	HnRNP-K
Akt	Rpt6
bonsai	rictor
Pdk1	Gfat2
Dis3l2	sima
CG8578	rictor
RpS14a	melt
elB	noc
Pdk1	CG2614
lds	Tsc1
RpL18A	Thor
E(bx)	Tsc1
kst	S6kII
cora	GluRIIC
RpL30	sima
bru1	apt
CG32409	sima
Taf5	Taf2
mle	Pep
Caf1-55	sima
Pabp2	orb2
CCT1	S6kII
Cdc45	Sld5
egg	Mcr
Pi3K21B	Rheb
RpL36	InR
Akt	Tctp
Septin1	Uba2
usp	CycC
mod	rictor
brm	S6kII
Hsc70-3	rictor
gig	CG10418
gig	S6kII
RpL4	chico
Pi3K21B	CG34132
Cpsf100	Cpsf73
gig	CG13185
Dcp-1	Diap1
Chc	sima
gig	CG4364
RpS23	foxo
Pi3K92E	RpL14
Akt	eIF4G1
Nedd4	Myo10A
Myb	Rbf2
Hrp39	sqd
CG6769	Lkb1
fliI	sima
Lkb1	Nup358
gig	Bap111
Pi3K92E	RpL10
eIF4G1	Tsc1
Prp5	rictor
gig	rump
RanGAP	gig
Hrb98DE	mir-1
Pdk1	Kcmf1
Mhc	Ptp61F
Tsc1	hfp
Hsc70-3	Tsc1
Pi3K92E	eIF3m
RpL18A	Lkb1
tamo	dl
brm	sima
Cortactin	Ptpmeg
rhi	del
RpS17	Pdk1
mof	Dis3
Akt	Nap1
rictor	lqfR
Pdk1	Ipo9
Tob	Pop2
Arf1	S6k
Akt	CCT4
gig	larp
l(2)09851	Tsc1
rin	rictor
Noc2	S6kII
gig	RpL7A
Parp1	Charon
gig	RpL8
osk	CLIP-190
gig	Non3
Pdk1	kuk
EcR	Fkbp39
bif	S6kII
orb	Atg18a
Pi3K92E	yps
Pdk1	RpL27
RpL23	foxo
Aldh	rictor
osk	Ogdh
Pten	CG30122
RpL13	Rheb
CG9667	foxo
His3	14-3-3zeta
nonA	gig
rictor	Smr
CG13185	sima
Akt	Droj2
gig	Brr2
dup	Cdk2
peng	S6kII
Akt	pch2
Akt	Pcb
CG8036	sima
Rpt2	sima
Cdc45	Psf3
mst	CCT2
Pep	sqd
Tsc1	sip2
tkv	scrib
Pten	Nup107
Tsc1	CG2972
poe	Kcmf1
EcR	CycC
Scm	ova
TfIIFbeta	S6kII
RpL23	rictor
RpL17	rictor
Ankle2	rictor
kst	foxo
Fmr1	Cyfip
rictor	eEF1delta
rictor	Nup153
RpS5a	foxo
Gnf1	gig
Rpt4	rictor
Tsc1	mRpL44
Iswi	HDAC1
mof	wds
gig	l(2)09851
Pi3K21B	sip2
gig	yps
Arr2	ninaE
TfIIA-L	TfIIA-S
Mcad	S6k
Akt	CCT8
gig	eIF4G1
foxo	Caf1-55
Ipo9	S6kII
CG6769	foxo
Tsc1	kis
Pi3K92E	CG15784
eIF4G1	eIF4E5
Pdk1	CG9921
gig	tum
TfIIFalpha	S6kII
gig	Ptcd3
rictor	Caf1-55
nonA	Pi3K92E
lark	vtd
Mgtor	Chro
rictor	Mi-2
gro	kni
Pxn	LpR2
smg	Rbp6
eIF3a	Rheb
Mad	Tob
Fib	S6kII
eIF3i	S6kII
sima	lola
Nap1	Sirt1
polo	Klp10A
Srp54	rictor
ScsbetaA	sima
UQCR-C1	Thor
Pi3K92E	RpL18
mst	CCT6
Mi-2	Caf1-55
rictor	CG10907
Cdc45	Mcm3
RpL27	Rheb
pav	sima
UQCR-C2	sima
Rala	Magi
RpS3	RpL10Ab
PH4alphaEFB	S6kII
Iswi	Pi3K92E
Scm	Mccc1
Akt	Arc42
rictor	mRpS31
Fib	Pdk1
NAT1	foxo
gig	Cdc5
RpL7A	Pi3K92E
Polr1B	gig
CG1785	foxo
Akt	eIF2alpha
CG3817	sima
sisA	Bap60
RpL14	S6kII
RpL18	sima
Pi3K21B	qkr58E-1
RpL18A	rictor
tyf	foxo
Taf4	TfIIA-L
RpS15	foxo
Apoltp	LpR2
RpL10	foxo
Pten	AspRS-m
Polr1B	S6kII
mip120	mip40
mof	Chd1
RpL35A	S6kII
RpS5a	Lkb1
Su(H)	asf1
smg	Myo10A
CG8728	Thor
eIF3d1	S6kII
gig	eIF3k
Mgtor	mof
Lkb1	alt
Gnf1	rictor
Snr1	geminin
CG32409	S6kII
Bap60	Myo10A
Pi3K92E	RpL28
Rbcn-3A	sima
foxo	rump
Akt	l(2)09851
Iswi	Tsc1
Dp1	Rheb
blw	sima
Tbp	TfIIA-L
spn-E	vas
His2Av	mu2
HDAC1	S6kII
gig	RpL23
rictor	Vps37B
MTA1-like	Caf1-55
Atpalpha	Akt
gig	RhoGEF2
eya	Socs36E
NAT1	Lkb1
osk	RpL15
EcR	svp
rictor	Ge-1
RpS14a	Pdk1
Ubc10	egg
RpS5a	S6k
Ref1	Rheb
osk	tmod
Prp19	sima
Ran-like	tamo
U2af50	eIF4E1
msi	sima
Pdk1	CG1416
gig	Spt5
cora	rictor
LUBEL	CYLD
vimar	Miro
Rheb	Zn72D
CG17593	S6kII
Socs44A	Socs36E
msl-3	eIF4B
GluRIIA	mir-284
inc	Myo10A
Spn	rictor
rictor	eIF3a
ATPsynbeta	Rheb
eIF4A	S6k
Tsc1	CG6418
Pten	Syp
RpS14a	gig
eIF5	sima
osk	CG3529
Akt	deltaCOP
rictor	CG6686
pic	S6kII
S6kII	Brr2
Fmr1	vas
Pi3K21B	dome
Dp1	rictor
Pten	alpha-Spec
lds	rictor
kst	Pten
Tsc1	RpL13A
S6kII	CkIIalpha
Droj2	S6kII
ScsbetaA	S6k
Pten	ScsbetaA
osk	14-3-3zeta
osk	Gel
per	cyc
Cam	alpha-Spec
Scm	CoRest
car	Syx16
wal	Pten
Pdk1	Nubpl
RpS5a	rictor
RpS14a	sima
crp	Myo10A
chic	dia
Gapdh2	kra
Tsc1	RpS23
kst	rictor
S6kII	Acn
ohgt	pic
CG11417	rictor
spd-2	sima
Pten	gw
Rpt1	Rheb
mst	CCT4
Arc42	S6k
RpS14a	Akt
SA1	Nipped-B
Tsc1	CG11180
Rpt4	foxo
gig	poe
RpL18A	Tsc1
eIF3e	foxo
Tsc1	AGO2
CG15784	sima
gig	RpL10Ab
Tsc1	Claspin
ncm	S6kII
gig	CG1785
hang	sima
polo	chb
osk	SF2
Bug22	sima
Pdk1	rump
CG4975	pix
eIF3c	foxo
Pten	CG15099
Myc	rump
Pdk1	fmt
Mybbp1A	gig
rictor	CG13096
RpS17	foxo
Lkb1	RhoGAP18B
Act42A	Pi3K21B
Tsc1	pins
14-3-3zeta	Pi3K21B
nonA	S6kII
14-3-3zeta	rictor
aub	vas
Pi3K21B	indra
cindr	foxo
gig	bif
inc	Grasp65
Pten	larp
Nap1	sima
Tsc1	vig2
osk	beta-Spec
rictor	rept
Act88F	osk
Taf4	Sp1
TBPH	Nipped-B
gig	CG30122
gig	Sarm
shv	sima
ph-d	Top2
Pten	Caf1-55
RpLP2	Myc
Akt	blw
CCT5	S6kII
CCT7	sima
CG1316	S6k
HmgD	foxo
Gfat2	sima
rictor	CG13185
Cdc45	Psf1
mle	gig
CG3335	S6kII
so	Sobp
sip2	foxo
Myb	Orc2
Tsc1	Arc1
Akt	Nfs1
Hrb98DE	Pi3K21B
piwi	vas
arm	MED21
osk	Mf
RpS23	sima
Lkb1	Smu1
Aduk	Atg13
Mi-2	Top2
Pdk1	RpS15
pll	Myd88
CG32767	mir-8
Hrp75	sqd
brm	Lkb1
Pi3K21B	CG10418
foxo	AGO2
RpL7A	sima
gig	Noc2
Pdk1	Dp1
eIF4E1	bel
kuk	S6k
Pdk1	RpS16
Orc2	cav
gig	Tango4
RpS7	Myc
msn	S6k
Akt	Pyk
Ubi-p63E	LUBEL
Sce	Scm
gig	Ns1
brm	foxo
usp	MED17
Scsalpha1	S6k
chico	RpS26
mst	CCT8
Rbcn-3A	Lkb1
rictor	CG11779
orb2	wupA
S6kII	bsf
Rbf	mip120
CG13775	Rheb
Vps33B	Syx7
Hsc70-3	Pi3K92E
AMPdeam	egg
RpL18A	Pdk1
gig	NAT1
Scm	ocm
gig	RpS25
Aldh	S6k
rictor	sqd
msl-3	Nup160
rictor	Ipo9
RpS14a	Rheb
sev	drk
HDAC1	Pten
bif	Myc
MED31	dl
Hsc70-5	Akt
Hsc70-5	Rheb
Nopp140	S6kII
Mlf	sima
Pi3K92E	eIF3a
Srp54	Tsc1
RpS5a	S6kII
Nipped-B	S6kII
Ctf4	S6kII
gig	Orp8
RpS23	Rheb
gig	RpS15
TfIIFbeta	foxo
brm	geminin
Mcm5	Psf3
gig	Ipo9
RpS8	kra
Akt	lic
Rm62	Rheb
poe	Pten
gig	Fmr1
Tsc1	alpha-Spec
eIF3i	Tsc1
Actn	Rheb
usp	Chd64
DCTN1-p150	betaTub56D
gig	qkr58E-3
Dif	Cdk8
Akt	Rpn10
RpLP1	foxo
PCNA	PCNA2
eIF4EHP	bel
pav	Lkb1
Dlip1	dl
Myo31DF	ds
gig	Polr2E
RpL28	Myc
RpL4	Myc
eIF3b	Lkb1
gammaTub37C	Grip71
vir	Mettl3
P32	sima
foxo	Cdc5
RpL9	S6kII
put	Rab5
blw	rictor
ldbr	sima
TBPH	vtd
Tsc1	CG11920
osk	CG30377
CCT1	rictor
RpL17	Rheb
Tsc1	CG6693
fliI	Myc
milt	Myo10A
mip40	Caf1-55
Shmt	sima
Akt	Sply
lds	sima
Hrb87F	Saf-B
Pdk1	RpL36A
Tsc1	CG7518
chico	RpL30
RpS16	Myc
dpa	Psf2
eIF3i	sima
mof	Nup153
Tsc1	Tango4
eIF4G1	foxo
gig	Rack1
RpL23A	rictor
dpp	tsg
RpLP1	sima
sta	Myc
rictor	c12.1
Hel25E	S6k
Met	Fkbp39
gig	msn
usp	MED15
RpL10Ab	Patr-1
RpL10	Lkb1
PGRP-SA	GNBP1
TBPH	Ae2
Kap-alpha3	sima
Nap1	Rheb
betaTub97EF	Akt
Myd88	Fadd
Rga	RpL10Ab
Pdk1	Rack1
ctp	rictor
E(z)	Hsp27
vig	foxo
RpS23	Thor
HUWE1	Lkb1
foxo	Mink
stau	Thor
Prp19	S6kII
RpS27	sima
wds	Rcd5
mof	pzg
Rpt2	foxo
rictor	RpL35A
RAF2	foxo
Pi3K21B	mask
Tsc1	mRpS23
sqh	S6k
CG1416	sima
rictor	Brr2
dpp	sog
Sam-S	foxo
Pten	Nup358
qkr58E-1	rictor
Kap-alpha3	rictor
rictor	Sarm
gig	ScsbetaA
Syx16	Vps33B
Tsc1	ZAP3
Pdk1	l(1)G0320
Myc	Vha26
poe	sima
wls	mir-8
CG5504	Pdk1
rictor	RpL30
CG13097	sima
msn	foxo
His4	asf1
Dp	Rbf2
nuf	aPKC
rictor	AGO2
eIF3e	Pten
betaTub97EF	S6k
Fib	Rheb
SF1	rictor
yps	Tsc1
arm	Cdk8
14-3-3epsilon	S6kII
EcR	MED15
Hr78	Samuel
Pdk1	CG30122
ana2	rictor
Mcm5	Cdc45
lwr	dl
Gp150	S6kII
rictor	sip2
Akt	Mcad
shu	gig
Pdk1	FDY
Pp2B-14D	Pi3K21B
foxo	pit
foxo	Mi-2
polo	ssp2
ver	tea
gig	eIF3m
His2Av	nbs
eIF5B	rictor
Hrb98DE	shg
Dif	MED21
Pcb	S6k
lncRNA:Hsromega	Mgtor
arm	hyx
CG32176	sima
Akt	ATPsyngamma
Rm62	S6kII
Tsc1	mahj
lic	sima
pcm	Myc
MRP	foxo
Pi3K21B	TBPH
DCTN1-p150	alphaTub84B
gig	eIF3c
Akt	nst
Rtf1	S6kII
CG3335	Thor
Chc	foxo
Tsc1	mRpL3
CG12391	sima
Ythdc1	dl
Cpsf6	S6kII
Myb	E2f2
aph-1	pen-2
galla-2	S6k
Ipo9	S6k
Pi3K92E	eIF3b
cora	S6kII
RpL7A	Thor
RpL13	Thor
gig	Chro
Rm62	Pdk1
eIF4G1	eIF4E7
dco	spag
Pcl	Scm
RAF2	sima
gro	so
eIF4E1	snRNP-U1-70K
mst	Pfdn4
rictor	Ctf4
mRpL12	Pten
iPLA2-VIA	Myc
foxo	larp
Pvr	Ptpmeg
DCTN1-p150	gammaTub23C
RpL26	S6kII
Act57B	Myc
alphaCOP	S6k
Rack1	rictor
Akt	Vha68-2
gro	HGTX
brm	Tctp
mask	Myc
CG9915	rictor
sip2	S6kII
TBPH	foxo
rictor	Sf3b2
mle	foxo
Droj2	Rheb
Scm	tea
E2f1	mir-184
eIF3b	S6kII
B4	LSm7
RpL14	Lkb1
mor	sima
foxo	RpS7
RpL10Ab	S6kII
whd	sima
cindr	S6kII
dia	Eb1
pzg	nsl1
osk	Ndfip
mle	Mi-2
Bap111	sima
RpL13A	sima
pen-2	Psn
pnut	Dlip2
Pi3K21B	sqd
nonA	rictor
osk	tkv
qkr58E-3	Rheb
Scm	SMC5
JIL-1	lola
osk	Cad87A
Fkbp39	Chd64
RpL17	Myc
zda	Myc
Gp150	Pten
eIF3l	Rheb
CG13096	foxo
RpS11	S6kII
alphaCOP	sima
tra	tra2
dpr15	DIP-gamma
RpL10Ab	AGO1
RpL9	sima
rictor	Orp8
foxo	Prp19
RpL18A	S6kII
faf	Pten
nonA	Tsc1
RpLP1	Pi3K92E
Pdk1	vig2
Tsc1	Dcr-2
Pi3K21B	Prp19
unc-13	brp
EcR	Cdk8
CG1513	S6kII
ana2	S6k
eRF3	S6kII
larp	S6kII
Akt	CCT2
EcR	Met
CG7065	S6kII
Pdk1	eIF2alpha
gig	HnRNP-K
rictor	larp
Dhc64C	vas
melt	fmt
U2af50	Hexo2
Tsc1	Capr
Pten	His3:CG31613
egg	Zasp52
mle	Tsc1
mip130	mip120
Atpalpha	gig
gig	Ankle2
osk	Tm2
hop	Stat92E
Diap2	Drice
eIF4A	Akt
rictor	UQCR-C2
Pten	Nup98-96
dsx	tra2
osk	wupA
gig	RpS9
rictor	Bug22
Pi3K21B	Cmtr1
ct	lark
Pdk1	UQCR-C2
mir-304	mbl
Tsc1	mask
CG5033	S6kII
rictor	Gp93
RpS15	S6kII
poe	Lkb1
CG12301	Rheb
CG5516	Rheb
melt	Ipo9
RpL18	S6kII
cindr	sima
Akt	MetRS
eIF3j	pix
Pdk1	Akap200
frtz	mir-92a
c12.1	sima
foxo	pic
Akt	Rpn13
PIP4K	Myc
Tsc1	CG8939
eIF3a	S6kII
RpL8	S6kII
Cul1	Fsn
gig	sqd
Pten	eIF3a
RpL10Ab	Myc
DIP-eta	dpr4
dpa	Sld5
Pi3K21B	Ctf4
CCT1	mst
gig	RpS7
Akt	Psa
RpL23A	sima
gig	Nup50
SMC2	Cap-D2
Mgtor	Lkb1
Jra	p38b
Polr2A	Spt6
Pi3K21B	Arpc4
Tsc1	RpS7
Pi3K21B	Zn72D
RpL5	kra
Gtpbp1	S6k
CG5504	S6k
eff	LUBEL
pont	S6kII
Clk	nej
CG5645	S6kII
Pdk1	RpS23
Akt	fax
RpL28	Thor
RpLP2	gig
Tsc1	CG13096
sle	S6kII
Ankle2	Lkb1
Hsc70-3	melt
Mo25	Lkb1
egg	SERCA
levy	S6k
smid	Pdk1
Akt	Gmppb
Snr1	Clk
imd	Fadd
CG15784	S6kII
SmE	orb2
Gmppb	sima
SsRbeta	Pdk1
Pdk1	eIF3a
rictor	Isha
lic	S6k
fs(1)Ya	Lam
Pten	CG8939
Mcm2	Cdc45
RhoGEF2	foxo
Arf1	rictor
Isha	S6kII
Mcm6	Psf2
RpL10Ab	Ge-1
14-3-3zeta	sima
foxo	Rheb
yps	foxo
poe	rictor
gig	CG3335
DCTN1-p150	nuf
gig	RpS17
HDAC1	mip120
mor	rictor
N	MED17
Psa	sima
14-3-3epsilon	B4
foxo	Pak3
RfC4	sima
Rcd1	Rcd5
Tsc1	Ctf4
gig	Ctf4
shu	rictor
RpS5a	gig
osk	tud
Hsp68	Thor
RpL10Ab	Rheb
RFeSP	sima
Pi3K92E	rump
Hrb98DE	pelo
yps	Thor
rictor	mahj
Pdk1	Rpt3
gig	CG15019
Taf2	grh
Nap1	rictor
RpS3	e(r)
bam	Rbp9
rictor	Atx2
Rac1	Cyfip
eIF3i	rictor
RpL13	S6kII
Akt	CG33303
osk	PMCA
Lkb1	RpL27
Tsc1	CG3817
Sec63	sima
gig	ssx
CG9281	sima
barr	Top2
ana2	foxo
tra	SF2
CG13097	S6kII
CG1785	rictor
Taf1	rictor
Pi3K92E	vig
Rop	Akt
Myd88	Tl
ninaA	ninaE
rictor	RpL18
Tsc1	alt
Hsc70-3	Pten
CG18135	Myo10A
barr	vas
Pi3K21B	glo
RpS14a	S6kII
RpS17	Myc
gig	CG2972
gig	vig
Akt	Nph
CG1513	Lkb1
Cand1	sima
RpL13A	S6kII
Rpt2	Pten
Tsc1	lqfR
alphaCOP	Lkb1
Vinc	rhea
Tsc1	mRpS31
CYLD	key
dpa	Psf3
Met	Chd64
nuf	14-3-3epsilon
foxo	Nup358
nonA	foxo
Tsc1	cindr
indra	sima
aph-1	Psn
msl-3	Dis3
mew	mys
Pten	CaMKII
CCT1	Pten
RpS6	sima
Pten	eIF3c
gig	CG2691
gig	sip2
SF2	InR
Pdk1	Rpn1
lwr	Ubi-p5E
yps	S6kII
Lkb1	kis
par-6	crb
gig	pav
msl-3	Nup154
Tsc1	Noc3
Rheb	Ns3
ena	dia
CG15784	rictor
gig	Iswi
Pi3K21B	qkr58E-2
msn	S6kII
kst	Tsc1
RpS23	Myc
Pi3K21B	RpL23A
eIF4E1	U2af38
rush	sima
eIF4G1	eIF4E4
rictor	Not1
Pten	AGO2
rictor	Mes2
Pdk1	Scox
CG1703	rictor
alt	S6kII
nanos	me31B
per	dod
Rpt4	sima
rept	S6kII
RpL18	Lkb1
Act79B	osk
Pdk1	clu
Syp	orb2
Pten	RpS7
Tsc1	rump
rictor	MRP
His4	Caf1-55
Septin2	Dlip2
tsg	scw
foxo	alpha-Spec
esc	Scm
Akt	cpb
gig	iPLA2-VIA
Dp	mip120
Sf3b2	S6kII
Septin1	sip2
Ipo9	Lkb1
Dp1	S6k
Cdk8	dl
gig	msk
sta	Pi3K92E
osk	cue
Mcm5	Psf1
tyf	Rheb
